"datetime";"PROF_NUM";"T";"S";"O";"oxy_umol_kg"
2022-10-04 07:18:19;1;21.95;38.037;5.05;219.701736274526
2022-10-04 07:19:19;50;19.445;38.217;5.79;251.69362489013
2022-10-11 06:44:19;1;21.843;38.203;5.04;219.233206030151
2022-10-11 06:45:26;50;18.246;38.786;5.87;254.985873614486
2022-10-25 08:00:00;1;NA;NA;5.06;NA
2022-10-25 08:00:00;50;NA;NA;5.45;NA
2022-11-02 08:00:00;1;NA;NA;5.07;NA
2022-11-02 08:00:00;50;NA;NA;5.32;NA
2022-11-08 08:00:00;1;NA;NA;5.12;NA
2022-11-08 08:00:00;50;NA;NA;5.31;NA
2022-11-16 08:00:00;1;19.882;38.259;5.1;221.717183976137
2022-11-16 08:00:00;50;19.9;38.313;5.11;222.144039751316
2022-11-22 08:00:00;1;19.328;38.32;5.11;222.110046802706
2022-11-22 08:00:00;50;19.321;38.32;5.11;222.109648658867
2022-11-29 08:00:00;1;18.122;38.238;NA;NA
2022-11-29 08:00:00;50;18.1;38.237;NA;NA
2022-12-06 08:00:00;1;17.561;38.231;5.24;227.675616973965
2022-12-06 08:00:00;50;17.572;38.243;5.27;228.97765819441
2022-12-13 08:00:00;1;16.905;38.184;5.3;230.254646533968
2022-12-13 08:00:00;50;16.921;38.18;5.26;228.518421693254
2022-12-20 08:00:00;1;16.635;38.148;5.31;230.680694125561
2022-12-20 08:00:00;50;16.621;38.151;5.28;229.376148927581
